,index,Spend evening with siblings,Spend evening with relatives,Spend evening with neighbor,Spend evening with parents,Spend evening with friends,Spend evening at bar,General happiness,siblings,relatives,neighbor,parents,friends,social_score
23971,23971,No such people,Sev times a mnth,Never,No such people,Never,Never,Pretty happy,0,5,1,0,1,7
23975,23975,Sev times a year,Sev times a year,Once a month,No such people,Once a year,Never,Pretty happy,4,4,3,0,2,13
23976,23976,Once a month,Once a month,Once a year,Sev times a year,Sev times a mnth,Never,Pretty happy,3,3,2,4,5,17
23977,23977,Sev times a week,Don't know,Don't know,Never,Don't know,Never,Very happy,6,0,0,1,0,7
23978,23978,Sev times a year,Sev times a week,Sev times a mnth,No such people,Sev times a year,Never,Pretty happy,4,6,5,0,4,19
23979,23979,Sev times a mnth,Sev times a week,Sev times a week,Almost daily,Sev times a week,Never,Pretty happy,5,6,6,7,6,30
23983,23983,Once a month,Never,Never,Never,Sev times a year,Never,Very happy,3,1,1,1,4,10
23984,23984,Once a month,Almost daily,Once a year,Sev times a week,Once a month,Never,Pretty happy,3,7,2,6,3,21
23985,23985,Once a month,Sev times a week,Once a month,No such people,Once a month,Once a month,Pretty happy,3,6,3,0,3,15
23987,23987,Sev times a week,Sev times a week,Sev times a mnth,Sev times a week,Once a month,Sev times a week,Very happy,6,6,5,6,3,26
23988,23988,Once a month,Once a month,Almost daily,Almost daily,Once a month,Sev times a year,Pretty happy,3,3,7,7,3,23
23989,23989,Once a month,Once a month,Never,No such people,Once a month,Never,Pretty happy,3,3,1,0,3,10
23990,23990,Sev times a year,Almost daily,Almost daily,Once a month,Sev times a year,Never,Very happy,4,7,7,3,4,25
23991,23991,Once a month,Sev times a mnth,Once a month,Once a month,Once a month,Never,Pretty happy,3,5,3,3,3,17
23992,23992,Once a year,Almost daily,Sev times a mnth,Sev times a week,Sev times a year,Never,Pretty happy,2,7,5,6,4,24
23994,23994,Almost daily,Once a month,Sev times a year,Sev times a week,Once a year,Sev times a week,Very happy,7,3,4,6,2,22
23995,23995,Never,Almost daily,Sev times a week,Never,Sev times a week,Never,Not too happy,1,7,6,1,6,21
23998,23998,Once a month,Sev times a week,Once a year,Once a month,Once a month,Sev times a year,Very happy,3,6,2,3,3,17
23999,23999,Sev times a week,Sev times a week,Once a year,Never,Once a month,Once a year,Pretty happy,6,6,2,1,3,18
24000,24000,Almost daily,Sev times a week,Sev times a year,Never,Once a year,Never,Pretty happy,7,6,4,1,2,20
24002,24002,Never,Sev times a year,Never,Never,Sev times a year,Never,Not too happy,1,4,1,1,4,11
24003,24003,Sev times a year,Sev times a mnth,Sev times a year,Sev times a year,Sev times a week,Sev times a mnth,Pretty happy,4,5,4,4,6,23
24004,24004,Once a year,Sev times a year,Sev times a year,Sev times a mnth,Sev times a week,Sev times a year,Very happy,2,4,4,5,6,21
24005,24005,Sev times a year,Sev times a year,Sev times a year,Sev times a year,Sev times a year,Sev times a year,Very happy,4,4,4,4,4,20
24007,24007,Sev times a mnth,Sev times a mnth,Sev times a year,Sev times a mnth,Sev times a year,Sev times a year,Very happy,5,5,4,5,4,23
24008,24008,Sev times a year,Sev times a year,Sev times a year,Sev times a year,Once a month,Never,Very happy,4,4,4,4,3,19
24009,24009,Once a year,Sev times a year,Sev times a year,Sev times a year,Sev times a mnth,Sev times a year,Very happy,2,4,4,4,5,19
24013,24013,Once a year,Once a month,Never,Once a year,Once a month,Once a year,Pretty happy,2,3,1,2,3,11
24014,24014,Once a year,Sev times a year,Never,Sev times a year,Sev times a year,Once a year,Pretty happy,2,4,1,4,4,15
24015,24015,Sev times a mnth,Sev times a mnth,Sev times a mnth,Once a month,Sev times a mnth,Sev times a mnth,Very happy,5,5,5,3,5,23
24016,24016,Almost daily,Sev times a week,Once a month,No such people,Sev times a year,Never,Pretty happy,7,6,3,0,4,20
24017,24017,Sev times a year,Once a year,Sev times a year,Sev times a year,Once a month,Once a month,Very happy,4,2,4,4,3,17
24018,24018,Once a year,Once a month,Once a month,No such people,Sev times a year,Never,Pretty happy,2,3,3,0,4,12
24019,24019,Once a year,Sev times a week,Sev times a mnth,No such people,Sev times a mnth,Sev times a year,Pretty happy,2,6,5,0,5,18
24023,24023,Once a year,Sev times a year,Once a year,No such people,Once a year,Never,Pretty happy,2,4,2,0,2,10
24025,24025,Sev times a week,Sev times a week,Sev times a year,Sev times a week,Once a month,Once a month,Pretty happy,6,6,4,6,3,25
24026,24026,Sev times a year,Sev times a year,Sev times a mnth,Once a year,Sev times a mnth,Sev times a mnth,Pretty happy,4,4,5,2,5,20
24027,24027,Once a year,Once a month,Sev times a week,No such people,Sev times a week,Never,Pretty happy,2,3,6,0,6,17
24031,24031,Never,Never,Sev times a week,No such people,Once a month,Once a month,Not too happy,1,1,6,0,3,11
24032,24032,Once a year,Once a year,Sev times a mnth,Sev times a week,Once a year,Never,Not too happy,2,2,5,6,2,17
24034,24034,Once a year,Sev times a year,Sev times a mnth,Sev times a year,Sev times a year,Once a month,Pretty happy,2,4,5,4,4,19
24035,24035,Once a month,Once a month,Never,No such people,Never,Never,Pretty happy,3,3,1,0,1,8
24036,24036,Never,Sev times a week,Never,Almost daily,Once a month,Never,Pretty happy,1,6,1,7,3,18
24037,24037,Sev times a week,Once a month,Sev times a week,Sev times a week,Sev times a year,Never,Pretty happy,6,3,6,6,4,25
24038,24038,Never,Never,Sev times a year,Never,Once a year,Never,Not too happy,1,1,4,1,2,9
24039,24039,Never,Never,Never,No such people,Never,Never,Not too happy,1,1,1,0,1,4
24040,24040,Almost daily,Almost daily,Almost daily,Almost daily,Never,Never,Very happy,7,7,7,7,1,29
24042,24042,Sev times a year,Sev times a year,Once a month,Sev times a year,Once a month,Once a year,Pretty happy,4,4,3,4,3,18
24043,24043,Sev times a year,Once a year,Never,Don't know,Sev times a year,Never,Pretty happy,4,2,1,0,4,11
24044,24044,Sev times a year,Sev times a week,Never,Sev times a week,Sev times a week,Sev times a week,Pretty happy,4,6,1,6,6,23
24046,24046,Once a month,Sev times a mnth,Sev times a year,Sev times a mnth,Sev times a week,Sev times a week,Very happy,3,5,4,5,6,23
24049,24049,Sev times a year,Once a year,Never,Never,Never,Never,Pretty happy,4,2,1,1,1,9
24051,24051,Almost daily,Almost daily,Sev times a year,Once a year,Sev times a mnth,Sev times a mnth,Pretty happy,7,7,4,2,5,25
24052,24052,Never,Once a year,Never,Never,Sev times a week,Sev times a week,Pretty happy,1,2,1,1,6,11
24053,24053,Once a year,Once a year,Never,Never,Once a month,Never,Pretty happy,2,2,1,1,3,9
24054,24054,Once a year,Sev times a year,Once a month,Once a year,Sev times a mnth,Once a year,Pretty happy,2,4,3,2,5,16
24055,24055,Sev times a year,Once a month,Never,Once a month,Sev times a mnth,Never,Pretty happy,4,3,1,3,5,16
24058,24058,Sev times a mnth,Once a month,Never,Sev times a mnth,Once a month,Never,Very happy,5,3,1,5,3,17
24059,24059,Sev times a mnth,Almost daily,Never,Never,Never,Never,Pretty happy,5,7,1,1,1,15
24061,24061,Never,Almost daily,Almost daily,Almost daily,Sev times a week,Sev times a week,Very happy,1,7,7,7,6,28
24063,24063,Sev times a year,Sev times a year,Never,Never,Never,Never,Not too happy,4,4,1,1,1,11
24064,24064,Once a year,Sev times a year,Sev times a week,Never,Once a month,Never,Pretty happy,2,4,6,1,3,16
24065,24065,Once a year,Sev times a week,Never,Never,Never,Never,Very happy,2,6,1,1,1,11
24067,24067,Once a month,Once a month,Almost daily,Once a month,Sev times a mnth,Once a month,Pretty happy,3,3,7,3,5,21
24068,24068,Sev times a year,Once a month,Once a month,Never,Once a month,Sev times a year,Very happy,4,3,3,1,3,14
24071,24071,Once a month,Once a month,Almost daily,Once a month,Sev times a week,Sev times a week,Not too happy,3,3,7,3,6,22
24072,24072,Sev times a year,Once a month,Almost daily,Sev times a mnth,Sev times a year,Once a year,Pretty happy,4,3,7,5,4,23
24074,24074,Once a year,Sev times a year,Once a month,Once a year,Once a month,Once a year,Pretty happy,2,4,3,2,3,14
24075,24075,Sev times a year,Sev times a year,Never,Sev times a mnth,Once a year,Never,Very happy,4,4,1,5,2,16
24078,24078,Sev times a year,Sev times a week,Once a month,Once a year,Sev times a week,Never,Very happy,4,6,3,2,6,21
24079,24079,Sev times a mnth,Sev times a mnth,Once a month,Sev times a mnth,Once a month,Never,Pretty happy,5,5,3,5,3,21
24080,24080,Once a month,Once a month,Sev times a year,Once a month,Sev times a year,Never,Pretty happy,3,3,4,3,4,17
24081,24081,Sev times a week,Sev times a week,Don't know,Sev times a week,Once a month,Once a year,Very happy,6,6,0,6,3,21
24084,24084,Sev times a week,Sev times a week,Once a year,Sev times a week,Sev times a year,Once a year,Pretty happy,6,6,2,6,4,24
24087,24087,No such people,Sev times a mnth,Once a month,Sev times a mnth,Once a month,Never,Very happy,0,5,3,5,3,16
24089,24089,Once a year,Once a month,Never,Once a year,Sev times a week,Sev times a mnth,Pretty happy,2,3,1,2,6,14
24090,24090,No such people,Once a year,Sev times a week,No such people,Once a month,Never,Pretty happy,0,2,6,0,3,11
24091,24091,No such people,Once a year,Sev times a week,No such people,Never,Never,Not too happy,0,2,6,0,1,9
24092,24092,Sev times a year,Sev times a year,Sev times a week,No such people,Sev times a week,Sev times a week,Pretty happy,4,4,6,0,6,20
24094,24094,Sev times a mnth,Sev times a week,Once a month,Sev times a mnth,Once a month,Sev times a year,Pretty happy,5,6,3,5,3,22
24095,24095,Never,Sev times a week,Never,Never,Sev times a mnth,Once a month,Not too happy,1,6,1,1,5,14
24097,24097,Once a year,Once a year,Sev times a week,Sev times a year,Sev times a week,Once a year,Pretty happy,2,2,6,4,6,20
24098,24098,Sev times a year,Sev times a week,Don't know,Sev times a week,Sev times a year,Sev times a week,Very happy,4,6,0,6,4,20
24101,24101,No such people,Never,Sev times a mnth,No such people,Sev times a week,Never,Not too happy,0,1,5,0,6,12
24104,24104,Never,Never,Sev times a week,Never,Sev times a week,Sev times a week,Pretty happy,1,1,6,1,6,15
24105,24105,Once a year,Once a year,Sev times a week,Once a year,Sev times a mnth,Sev times a mnth,Pretty happy,2,2,6,2,5,17
24106,24106,Sev times a year,Sev times a year,Sev times a week,No such people,Once a month,Never,Very happy,4,4,6,0,3,17
24111,24111,No such people,Sev times a week,Never,Sev times a mnth,Sev times a week,Once a year,Very happy,0,6,1,5,6,18
24113,24113,Sev times a week,Once a month,Sev times a year,Sev times a week,Sev times a week,Once a month,Pretty happy,6,3,4,6,6,25
24116,24116,Once a year,Sev times a week,Never,Sev times a year,Once a month,Sev times a week,Very happy,2,6,1,4,3,16
24117,24117,Once a year,Once a year,Sev times a week,Once a year,Sev times a week,Never,Very happy,2,2,6,2,6,18
24118,24118,Sev times a year,Sev times a year,Sev times a year,Sev times a year,Once a year,Sev times a mnth,Pretty happy,4,4,4,4,2,18
24119,24119,Never,Sev times a year,Sev times a year,Sev times a mnth,Sev times a year,Never,Very happy,1,4,4,5,4,18
24120,24120,Once a year,Once a year,Sev times a year,Once a year,Sev times a week,Sev times a mnth,Very happy,2,2,4,2,6,16
24121,24121,Once a year,Sev times a mnth,Sev times a week,Never,Once a month,Once a year,Pretty happy,2,5,6,1,3,17
24122,24122,Once a year,Once a month,Sev times a week,Sev times a year,Sev times a mnth,Once a month,Pretty happy,2,3,6,4,5,20
24123,24123,Sev times a mnth,Sev times a year,Never,Almost daily,Almost daily,Never,Very happy,5,4,1,7,7,24
24125,24125,Sev times a year,Sev times a mnth,Sev times a year,Never,Sev times a year,Never,Very happy,4,5,4,1,4,18
24126,24126,Sev times a year,Sev times a year,Never,Once a year,Once a month,Never,Pretty happy,4,4,1,2,3,14
24127,24127,Sev times a mnth,Never,Never,Sev times a year,Never,Never,Not too happy,5,1,1,4,1,12
24128,24128,Once a year,Almost daily,Never,Never,Never,Never,Very happy,2,7,1,1,1,12
24131,24131,Never,Once a month,Never,No such people,Never,Never,Not too happy,1,3,1,0,1,6
24132,24132,Never,Sev times a week,Sev times a week,No such people,Sev times a week,Never,Pretty happy,1,6,6,0,6,19
24133,24133,No such people,Sev times a week,Never,Sev times a week,Almost daily,Never,Pretty happy,0,6,1,6,7,20
24134,24134,Never,Never,Almost daily,No such people,Sev times a week,Sev times a year,Pretty happy,1,1,7,0,6,15
24136,24136,Once a month,Sev times a mnth,Once a year,Once a year,Sev times a mnth,Never,Very happy,3,5,2,2,5,17
24137,24137,Sev times a week,Sev times a mnth,Sev times a mnth,No such people,Sev times a week,Never,Very happy,6,5,5,0,6,22
24138,24138,Once a year,Almost daily,Sev times a week,Almost daily,Never,Never,Pretty happy,2,7,6,7,1,23
24141,24141,Sev times a year,Sev times a year,Never,Almost daily,Once a month,Sev times a mnth,Very happy,4,4,1,7,3,19
24142,24142,Never,Never,Sev times a mnth,Never,Sev times a mnth,Sev times a week,Very happy,1,1,5,1,5,13
24144,24144,Once a month,Sev times a mnth,Sev times a week,Once a month,Once a month,Once a month,Pretty happy,3,5,6,3,3,20
24145,24145,Sev times a mnth,Sev times a week,Sev times a mnth,Sev times a week,Sev times a week,Never,Pretty happy,5,6,5,6,6,28
24146,24146,No such people,Never,Never,Never,Almost daily,Never,Pretty happy,0,1,1,1,7,10
24149,24149,Sev times a week,Almost daily,Never,No such people,Once a month,Never,Very happy,6,7,1,0,3,17
24150,24150,No such people,Sev times a week,Never,Sev times a week,Sev times a year,Never,Very happy,0,6,1,6,4,17
24151,24151,Once a month,Sev times a week,Never,Once a month,Sev times a year,Never,Pretty happy,3,6,1,3,4,17
24152,24152,Sev times a week,Sev times a week,Once a month,Sev times a week,Never,Sev times a week,Pretty happy,6,6,3,6,1,22
24153,24153,Once a month,Sev times a mnth,Once a year,Sev times a week,Sev times a mnth,Sev times a mnth,Not too happy,3,5,2,6,5,21
24154,24154,Sev times a week,Never,Sev times a week,Sev times a week,Almost daily,Never,Very happy,6,1,6,6,7,26
24155,24155,Almost daily,Sev times a week,Almost daily,Almost daily,Almost daily,Once a year,Pretty happy,7,6,7,7,7,34
24157,24157,Once a year,Sev times a week,Almost daily,Once a year,Never,Never,Pretty happy,2,6,7,2,1,18
24158,24158,Sev times a year,Never,Never,No such people,Sev times a mnth,Never,Pretty happy,4,1,1,0,5,11
24159,24159,Sev times a week,Sev times a week,Once a month,Sev times a week,Sev times a mnth,Never,Very happy,6,6,3,6,5,26
24160,24160,Never,Never,Never,Never,Almost daily,Never,Very happy,1,1,1,1,7,11
24162,24162,Never,Once a month,Never,No such people,Sev times a week,Never,Very happy,1,3,1,0,6,11
24163,24163,Sev times a week,Sev times a week,Never,Once a month,Once a month,Sev times a year,Pretty happy,6,6,1,3,3,19
24164,24164,No such people,Sev times a year,Sev times a week,No such people,Sev times a year,Never,Pretty happy,0,4,6,0,4,14
24165,24165,Sev times a year,Once a month,Never,Sev times a year,Sev times a year,Never,Very happy,4,3,1,4,4,16
24168,24168,No such people,Sev times a year,Never,Sev times a year,Once a month,Sev times a year,Pretty happy,0,4,1,4,3,12
24169,24169,Sev times a mnth,Sev times a week,Sev times a week,No such people,Sev times a year,Once a year,Very happy,5,6,6,0,4,21
24170,24170,Sev times a year,Once a month,Never,Once a month,Once a month,Never,Pretty happy,4,3,1,3,3,14
24171,24171,Sev times a year,Sev times a week,Once a month,Sev times a mnth,Almost daily,Sev times a week,Pretty happy,4,6,3,5,7,25
24172,24172,Sev times a week,Sev times a week,Once a month,Sev times a week,Once a month,Once a year,Pretty happy,6,6,3,6,3,24
24173,24173,Once a year,Sev times a year,Never,Never,Never,Never,Pretty happy,2,4,1,1,1,9
24174,24174,Once a month,Sev times a year,Almost daily,Almost daily,Sev times a mnth,Never,Pretty happy,3,4,7,7,5,26
24176,24176,No such people,Sev times a mnth,Once a month,Sev times a mnth,Once a month,Never,Very happy,0,5,3,5,3,16
24177,24177,Almost daily,Almost daily,Sev times a week,No such people,Sev times a year,Never,Very happy,7,7,6,0,4,24
24178,24178,No such people,Sev times a mnth,Once a year,Once a year,Sev times a week,Never,Pretty happy,0,5,2,2,6,15
24179,24179,Once a year,Sev times a week,Sev times a week,No such people,Sev times a week,Never,Very happy,2,6,6,0,6,20
24182,24182,Never,Once a year,Never,Never,Once a year,Never,Pretty happy,1,2,1,1,2,7
24183,24183,Sev times a mnth,Sev times a week,Sev times a mnth,Almost daily,Sev times a year,Never,Very happy,5,6,5,7,4,27
24184,24184,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Almost daily,Sev times a week,Pretty happy,6,6,6,6,7,31
24185,24185,Once a year,Once a month,Once a year,Never,Once a month,Never,Pretty happy,2,3,2,1,3,11
24186,24186,Once a month,Sev times a week,Sev times a year,Sev times a week,Once a month,Never,Pretty happy,3,6,4,6,3,22
24187,24187,Sev times a mnth,Almost daily,Never,Almost daily,Sev times a mnth,Never,Very happy,5,7,1,7,5,25
24188,24188,No such people,Sev times a week,Almost daily,Once a month,Almost daily,Never,Pretty happy,0,6,7,3,7,23
24189,24189,Sev times a year,Sev times a mnth,Once a year,Sev times a mnth,Sev times a mnth,Never,Very happy,4,5,2,5,5,21
24190,24190,Sev times a mnth,Sev times a week,Never,Sev times a week,Sev times a year,Never,Pretty happy,5,6,1,6,4,22
24192,24192,Sev times a week,Sev times a week,Never,Never,Once a month,Sev times a mnth,Pretty happy,6,6,1,1,3,17
24193,24193,Sev times a week,Sev times a week,Sev times a week,No such people,Once a month,Once a year,Pretty happy,6,6,6,0,3,21
24196,24196,Never,Never,Sev times a week,No such people,Never,Never,Not too happy,1,1,6,0,1,9
24198,24198,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Once a month,Sev times a week,Very happy,6,6,6,6,3,27
24199,24199,Sev times a week,Sev times a week,Once a year,No such people,Once a month,Never,Very happy,6,6,2,0,3,17
24200,24200,Sev times a year,Sev times a week,Almost daily,No such people,Almost daily,Once a year,Pretty happy,4,6,7,0,7,24
24201,24201,No such people,Once a month,Sev times a year,No such people,Once a year,Sev times a mnth,Pretty happy,0,3,4,0,2,9
24202,24202,Once a month,Sev times a week,Once a month,Sev times a week,Sev times a mnth,Once a year,Pretty happy,3,6,3,6,5,23
24203,24203,Sev times a mnth,Sev times a week,Sev times a mnth,Sev times a mnth,Once a month,Sev times a year,Pretty happy,5,6,5,5,3,24
24204,24204,Sev times a year,Sev times a mnth,Never,No such people,Sev times a week,Sev times a week,Not too happy,4,5,1,0,6,16
24208,24208,Almost daily,Almost daily,Sev times a week,Almost daily,Once a month,Never,Very happy,7,7,6,7,3,30
24209,24209,Never,Never,Sev times a week,Sev times a week,Never,Never,Pretty happy,1,1,6,6,1,15
24211,24211,Never,Never,Never,Sev times a week,Sev times a year,Never,Pretty happy,1,1,1,6,4,13
24214,24214,Once a year,Once a month,Sev times a mnth,Once a year,Sev times a week,Once a year,Very happy,2,3,5,2,6,18
24216,24216,Sev times a mnth,Once a year,Never,Sev times a mnth,Never,Never,Very happy,5,2,1,5,1,14
24217,24217,Once a month,Sev times a week,Never,Sev times a mnth,Sev times a mnth,Once a year,Pretty happy,3,6,1,5,5,20
24219,24219,Sev times a year,Once a month,Sev times a week,Sev times a year,Sev times a week,Never,Pretty happy,4,3,6,4,6,23
24220,24220,Sev times a week,Sev times a week,Never,Sev times a mnth,Almost daily,Never,Not too happy,6,6,1,5,7,25
24221,24221,No such people,Sev times a mnth,Sev times a mnth,Sev times a mnth,Sev times a week,Sev times a mnth,Pretty happy,0,5,5,5,6,21
24223,24223,Sev times a mnth,Sev times a week,Never,Sev times a mnth,Sev times a mnth,Never,Very happy,5,6,1,5,5,22
24224,24224,Sev times a year,Sev times a year,Never,Sev times a year,Never,Never,Pretty happy,4,4,1,4,1,14
24225,24225,Sev times a year,Sev times a year,Sev times a week,Sev times a year,Sev times a week,Sev times a week,Not too happy,4,4,6,4,6,24
24228,24228,Once a month,Once a month,Once a year,Once a month,Sev times a year,Sev times a mnth,Pretty happy,3,3,2,3,4,15
24230,24230,Sev times a mnth,Sev times a mnth,Sev times a week,Sev times a mnth,Once a month,Never,Pretty happy,5,5,6,5,3,24
24231,24231,Once a month,Sev times a mnth,Never,Sev times a mnth,Never,Never,Not too happy,3,5,1,5,1,15
24232,24232,Sev times a mnth,Sev times a week,Never,Sev times a week,Once a month,Never,Pretty happy,5,6,1,6,3,21
24234,24234,No such people,Never,Never,Never,Never,Never,Pretty happy,0,1,1,1,1,4
24237,24237,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Once a year,Sev times a year,Very happy,6,6,6,6,2,26
24238,24238,Almost daily,Once a month,Sev times a week,No such people,Sev times a mnth,Sev times a week,Pretty happy,7,3,6,0,5,21
24239,24239,Once a month,Sev times a mnth,Never,Sev times a week,Never,Never,Very happy,3,5,1,6,1,16
24240,24240,Sev times a week,Sev times a week,Never,Sev times a week,Sev times a week,Never,Very happy,6,6,1,6,6,25
24241,24241,Sev times a year,Sev times a mnth,Once a month,Sev times a week,Sev times a year,Sev times a mnth,Pretty happy,4,5,3,6,4,22
24243,24243,Sev times a year,Sev times a year,Sev times a year,Sev times a year,Once a month,Never,Very happy,4,4,4,4,3,19
24245,24245,No such people,Sev times a week,Once a year,Sev times a week,Once a month,Never,Very happy,0,6,2,6,3,17
24246,24246,Never,Never,Never,No such people,Sev times a week,Never,Pretty happy,1,1,1,0,6,9
24248,24248,Once a year,Sev times a week,Sev times a mnth,Once a year,Sev times a week,Once a month,Pretty happy,2,6,5,2,6,21
24251,24251,Sev times a year,Sev times a year,Never,Sev times a year,Never,Never,Very happy,4,4,1,4,1,14
24252,24252,Once a month,Never,Once a month,Sev times a week,Sev times a mnth,Never,Very happy,3,1,3,6,5,18
24254,24254,Once a year,Once a year,Never,Once a year,Once a month,Once a month,Pretty happy,2,2,1,2,3,10
24255,24255,Never,Never,Almost daily,Never,Never,Almost daily,Not too happy,1,1,7,1,1,11
24257,24257,Never,Sev times a week,Once a month,Never,Once a month,Never,Pretty happy,1,6,3,1,3,14
24258,24258,Once a month,Once a month,Sev times a year,Sev times a year,Sev times a year,Sev times a year,Very happy,3,3,4,4,4,18
24261,24261,Once a year,Sev times a year,Never,Sev times a year,Sev times a year,Never,Pretty happy,2,4,1,4,4,15
24262,24262,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Once a month,Once a month,Pretty happy,6,6,6,6,3,27
24264,24264,Once a month,Once a month,Sev times a year,No such people,Once a year,Never,Very happy,3,3,4,0,2,12
24265,24265,Sev times a mnth,Sev times a week,Sev times a year,Sev times a mnth,Once a year,Sev times a week,Very happy,5,6,4,5,2,22
24267,24267,Once a month,Sev times a week,Sev times a year,No such people,Sev times a year,Never,Very happy,3,6,4,0,4,17
24268,24268,Sev times a week,Sev times a week,Sev times a mnth,No such people,Once a month,Never,Very happy,6,6,5,0,3,20
24269,24269,Sev times a year,Sev times a mnth,Never,Sev times a week,Once a month,Never,Pretty happy,4,5,1,6,3,19
24270,24270,Sev times a mnth,Almost daily,Sev times a week,Almost daily,Sev times a week,Never,Pretty happy,5,7,6,7,6,31
24271,24271,Sev times a mnth,Once a month,Once a month,Once a month,Sev times a week,Sev times a year,Not too happy,5,3,3,3,6,20
24273,24273,Sev times a year,Sev times a week,Sev times a week,No such people,Sev times a year,Never,Pretty happy,4,6,6,0,4,20
24274,24274,Once a month,Sev times a year,Sev times a mnth,No such people,Sev times a year,Never,Pretty happy,3,4,5,0,4,16
24275,24275,Never,Never,Never,Never,Sev times a week,Sev times a mnth,Pretty happy,1,1,1,1,6,10
24277,24277,No such people,Sev times a mnth,Sev times a week,No such people,Once a month,Never,Pretty happy,0,5,6,0,3,14
24279,24279,Sev times a year,Sev times a week,Once a month,Sev times a week,Sev times a week,Never,Pretty happy,4,6,3,6,6,25
24280,24280,Never,Once a month,Never,No such people,Sev times a week,Never,Pretty happy,1,3,1,0,6,11
24281,24281,Sev times a week,Sev times a week,Sev times a year,Sev times a week,Sev times a mnth,Once a year,Pretty happy,6,6,4,6,5,27
24282,24282,Never,Sev times a week,Never,Never,Sev times a week,Sev times a year,Very happy,1,6,1,1,6,15
24283,24283,Once a month,Sev times a year,Once a month,Never,Never,Never,Pretty happy,3,4,3,1,1,12
24284,24284,Never,Sev times a week,Almost daily,No such people,Never,Never,Pretty happy,1,6,7,0,1,15
24286,24286,Never,Sev times a week,Never,No such people,Sev times a week,Never,Very happy,1,6,1,0,6,14
24289,24289,Sev times a mnth,Sev times a week,Never,Sev times a week,Sev times a mnth,Sev times a mnth,Pretty happy,5,6,1,6,5,23
24290,24290,Once a year,Once a year,Once a month,Once a year,Once a month,Sev times a year,Not too happy,2,2,3,2,3,12
24291,24291,Once a month,Sev times a mnth,Once a year,Once a month,Sev times a mnth,Once a year,Pretty happy,3,5,2,3,5,18
24292,24292,Sev times a week,Sev times a week,Sev times a week,No such people,Sev times a week,Never,Very happy,6,6,6,0,6,24
24293,24293,No such people,Sev times a mnth,Sev times a year,No such people,Sev times a week,Never,Very happy,0,5,4,0,6,15
24294,24294,Once a year,Once a month,Never,No such people,Never,Never,Pretty happy,2,3,1,0,1,7
24295,24295,Once a month,Sev times a week,Sev times a week,Sev times a week,Sev times a mnth,Never,Pretty happy,3,6,6,6,5,26
24297,24297,Never,Once a month,Never,Once a year,Sev times a year,Sev times a year,Not too happy,1,3,1,2,4,11
24299,24299,Sev times a year,Once a month,Once a month,Once a month,Sev times a mnth,Once a month,Very happy,4,3,3,3,5,18
24304,24304,Once a month,Once a month,Once a year,Once a month,Sev times a week,Once a month,Very happy,3,3,2,3,6,17
24306,24306,Sev times a week,Sev times a mnth,Once a month,Sev times a year,Once a month,Sev times a mnth,Pretty happy,6,5,3,4,3,21
24307,24307,Sev times a week,Sev times a week,Sev times a year,Sev times a week,Sev times a mnth,Once a year,Pretty happy,6,6,4,6,5,27
24309,24309,Once a month,Sev times a year,Once a year,Sev times a year,Once a year,Once a year,Pretty happy,3,4,2,4,2,15
24310,24310,Never,Once a month,Sev times a mnth,No such people,Once a month,Never,Pretty happy,1,3,5,0,3,12
24311,24311,Once a month,Sev times a mnth,Sev times a year,Sev times a mnth,Sev times a mnth,Never,Pretty happy,3,5,4,5,5,22
24312,24312,Sev times a year,Sev times a year,Never,Sev times a year,Sev times a week,Sev times a year,Pretty happy,4,4,1,4,6,19
24314,24314,Sev times a week,Sev times a week,Once a month,Sev times a week,Almost daily,Once a year,Pretty happy,6,6,3,6,7,28
24315,24315,No such people,Once a month,Once a month,Never,Once a month,Sev times a mnth,Pretty happy,0,3,3,1,3,10
24316,24316,Never,Sev times a year,Sev times a week,No such people,Once a month,Almost daily,Very happy,1,4,6,0,3,14
24319,24319,Sev times a mnth,Once a month,Once a month,Once a month,Sev times a mnth,Once a month,Pretty happy,5,3,3,3,5,19
24320,24320,Never,Sev times a year,Never,Never,Sev times a year,Never,Pretty happy,1,4,1,1,4,11
24321,24321,Once a year,Once a year,Never,Once a year,Sev times a week,Once a month,Pretty happy,2,2,1,2,6,13
24325,24325,Once a year,Once a year,Never,Once a year,Sev times a year,Never,Pretty happy,2,2,1,2,4,11
24326,24326,Once a year,Once a year,Never,Once a year,Once a month,Never,Pretty happy,2,2,1,2,3,10
24327,24327,Don't know,Don't know,Sev times a week,Don't know,Once a month,Sev times a year,Pretty happy,0,0,6,0,3,9
24328,24328,Once a month,Once a month,Never,No such people,Sev times a year,Never,Pretty happy,3,3,1,0,4,11
24332,24332,Sev times a year,Sev times a year,Never,Sev times a year,Sev times a week,Sev times a week,Pretty happy,4,4,1,4,6,19
24334,24334,Sev times a year,Sev times a year,Sev times a year,Never,Sev times a mnth,Once a year,Pretty happy,4,4,4,1,5,18
24335,24335,No such people,Sev times a mnth,Once a month,No such people,Sev times a mnth,Sev times a year,Pretty happy,0,5,3,0,5,13
24336,24336,Once a year,Once a month,Sev times a year,No such people,Once a year,Sev times a year,Pretty happy,2,3,4,0,2,11
