,index,Spend evening with siblings,Spend evening with relatives,Spend evening with neighbor,Spend evening with parents,Spend evening with friends,Spend evening at bar,General happiness,siblings,relatives,neighbor,parents,friends,social_score
24337,24337,Once a year,Almost daily,Once a month,No such people,Once a month,Never,Pretty happy,2,7,3,0,3,15
24338,24338,Once a year,Sev times a week,Sev times a year,Once a year,Sev times a mnth,Never,Pretty happy,2,6,4,2,5,19
24340,24340,No such people,Sev times a year,Sev times a year,Almost daily,Once a year,Never,Very happy,0,4,4,7,2,17
24341,24341,Sev times a year,Once a month,Once a month,No such people,Once a month,Never,Pretty happy,4,3,3,0,3,13
24343,24343,Sev times a mnth,Sev times a mnth,Never,Sev times a year,Sev times a mnth,Once a month,Very happy,5,5,1,4,5,20
24345,24345,Never,Sev times a year,Never,Never,Once a year,Never,Pretty happy,1,4,1,1,2,9
24347,24347,Once a month,Once a month,Never,Once a month,Sev times a week,Sev times a mnth,Pretty happy,3,3,1,3,6,16
24348,24348,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Almost daily,Never,Very happy,6,6,6,6,7,31
24349,24349,Sev times a week,Sev times a week,Once a month,Sev times a mnth,Sev times a week,Once a month,Pretty happy,6,6,3,5,6,26
24350,24350,Almost daily,Sev times a week,Once a year,Almost daily,Sev times a year,Never,Pretty happy,7,6,2,7,4,26
24352,24352,Never,Never,Never,Never,Never,Never,Not too happy,1,1,1,1,1,5
24354,24354,Once a month,Sev times a year,Sev times a mnth,No such people,Once a month,Never,Pretty happy,3,4,5,0,3,15
24356,24356,Once a year,Once a month,Once a month,Once a month,Sev times a year,Once a year,Very happy,2,3,3,3,4,15
24357,24357,Once a year,Sev times a year,Sev times a week,Sev times a week,Once a month,Sev times a year,Pretty happy,2,4,6,6,3,21
24358,24358,Once a month,Sev times a mnth,Once a year,Never,Sev times a mnth,Never,Pretty happy,3,5,2,1,5,16
24359,24359,Never,Sev times a week,Never,No such people,Sev times a week,Never,Pretty happy,1,6,1,0,6,14
24361,24361,Sev times a year,Sev times a week,Never,Sev times a mnth,Sev times a year,Never,Pretty happy,4,6,1,5,4,20
24362,24362,Almost daily,Almost daily,Sev times a week,Almost daily,Sev times a week,Sev times a week,Very happy,7,7,6,7,6,33
24364,24364,Once a month,Once a month,Never,Once a month,Once a year,Never,Very happy,3,3,1,3,2,12
24366,24366,Once a month,Once a month,Sev times a week,Sev times a week,Almost daily,Never,Pretty happy,3,3,6,6,7,25
24367,24367,Sev times a mnth,Almost daily,Once a month,Sev times a mnth,Sev times a mnth,Once a year,Pretty happy,5,7,3,5,5,25
24368,24368,Sev times a year,Sev times a week,Once a month,Almost daily,Sev times a week,Once a year,Very happy,4,6,3,7,6,26
24370,24370,Sev times a year,Sev times a mnth,Sev times a year,Once a month,Once a month,Never,Pretty happy,4,5,4,3,3,19
24371,24371,Almost daily,Sev times a mnth,Never,Almost daily,Sev times a week,Never,Pretty happy,7,5,1,7,6,26
24372,24372,Once a year,Sev times a mnth,Never,Once a year,Once a month,Sev times a year,Pretty happy,2,5,1,2,3,13
24374,24374,Once a year,Once a month,Sev times a year,No such people,Sev times a year,Never,Not too happy,2,3,4,0,4,13
24375,24375,Sev times a mnth,Sev times a year,Once a year,Never,Sev times a year,Never,Very happy,5,4,2,1,4,16
24377,24377,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Once a month,Pretty happy,6,6,6,6,6,30
24380,24380,Once a year,Sev times a year,Never,Once a year,Sev times a mnth,Once a year,Pretty happy,2,4,1,2,5,14
24381,24381,Sev times a year,Sev times a year,Never,No such people,Sev times a week,Never,Pretty happy,4,4,1,0,6,15
24382,24382,Never,Sev times a week,Sev times a week,No such people,Sev times a week,Never,Pretty happy,1,6,6,0,6,19
24383,24383,Never,Never,Never,Never,Sev times a year,Once a year,Not too happy,1,1,1,1,4,8
24385,24385,Once a month,Sev times a mnth,Never,Never,Once a month,Never,Very happy,3,5,1,1,3,13
24386,24386,Once a month,Sev times a week,Sev times a mnth,Sev times a week,Once a month,Once a year,Pretty happy,3,6,5,6,3,23
24388,24388,Once a month,Sev times a year,Never,Once a month,Once a year,Sev times a year,Very happy,3,4,1,3,2,13
24389,24389,Once a month,Once a month,Once a month,Once a month,Sev times a mnth,Sev times a year,Pretty happy,3,3,3,3,5,17
24391,24391,Sev times a year,Sev times a year,Once a month,Sev times a year,Once a month,Once a year,Very happy,4,4,3,4,3,18
24392,24392,Sev times a year,Sev times a year,Once a year,Sev times a year,Sev times a mnth,Never,Pretty happy,4,4,2,4,5,19
24393,24393,Sev times a week,Once a month,Never,Almost daily,Sev times a week,Never,Pretty happy,6,3,1,7,6,23
24395,24395,Sev times a year,Sev times a week,Once a month,Once a month,Sev times a mnth,Never,Very happy,4,6,3,3,5,21
24397,24397,No such people,Once a year,Never,Once a year,Once a year,Never,Very happy,0,2,1,2,2,7
24399,24399,Once a month,Sev times a week,Sev times a year,Once a month,Sev times a week,Never,Pretty happy,3,6,4,3,6,22
24400,24400,Sev times a year,Sev times a mnth,Sev times a year,Sev times a mnth,Sev times a mnth,Sev times a year,Pretty happy,4,5,4,5,5,23
24403,24403,Once a year,Sev times a year,Once a year,Once a year,Sev times a year,Never,Not too happy,2,4,2,2,4,14
24404,24404,Sev times a year,Sev times a year,Never,Sev times a year,Sev times a week,Sev times a mnth,Pretty happy,4,4,1,4,6,19
24405,24405,Sev times a year,Sev times a week,Sev times a year,Once a year,Sev times a year,Never,Very happy,4,6,4,2,4,20
24407,24407,Never,Sev times a week,Never,Sev times a week,Sev times a week,Sev times a year,Pretty happy,1,6,1,6,6,20
24408,24408,Almost daily,Sev times a week,Sev times a year,Almost daily,Once a year,Sev times a year,Pretty happy,7,6,4,7,2,26
24409,24409,Sev times a year,Once a month,Once a month,Sev times a year,Sev times a year,Once a year,Pretty happy,4,3,3,4,4,18
24413,24413,Sev times a year,Sev times a year,Sev times a mnth,Sev times a year,Once a month,Sev times a year,Pretty happy,4,4,5,4,3,20
24417,24417,Sev times a year,Sev times a week,Sev times a mnth,Sev times a week,Sev times a mnth,Sev times a year,Very happy,4,6,5,6,5,26
24418,24418,Never,Almost daily,Once a year,Never,Once a year,Once a month,Not too happy,1,7,2,1,2,13
24419,24419,Once a year,Never,Never,Never,Sev times a year,Once a month,Very happy,2,1,1,1,4,9
24422,24422,Sev times a week,Sev times a mnth,Sev times a week,Sev times a mnth,Sev times a week,Once a month,Pretty happy,6,5,6,5,6,28
24423,24423,Never,Never,Never,Never,Never,Never,Pretty happy,1,1,1,1,1,5
24425,24425,Never,Never,Sev times a mnth,Never,Sev times a year,Never,Very happy,1,1,5,1,4,12
24426,24426,Never,Sev times a year,Sev times a week,Never,Never,Never,Pretty happy,1,4,6,1,1,13
24427,24427,No such people,Almost daily,Once a month,No such people,Once a month,Sev times a year,Pretty happy,0,7,3,0,3,13
24428,24428,Almost daily,Almost daily,Sev times a week,Almost daily,Sev times a year,Once a month,Very happy,7,7,6,7,4,31
24429,24429,Sev times a mnth,Sev times a mnth,Never,Sev times a week,Once a month,Never,Pretty happy,5,5,1,6,3,20
24430,24430,Once a year,Sev times a mnth,Once a month,Never,Once a year,Never,Pretty happy,2,5,3,1,2,13
24432,24432,Sev times a mnth,Sev times a mnth,Once a month,Sev times a mnth,Sev times a year,Never,Pretty happy,5,5,3,5,4,22
24433,24433,Never,Sev times a week,Never,Never,Once a month,Never,Pretty happy,1,6,1,1,3,12
24436,24436,Sev times a year,Never,Never,Sev times a year,Never,Never,Pretty happy,4,1,1,4,1,11
24438,24438,Sev times a mnth,Sev times a mnth,Once a month,Sev times a mnth,Sev times a week,Never,Pretty happy,5,5,3,5,6,24
24439,24439,Once a month,Sev times a mnth,Sev times a year,Sev times a year,Sev times a year,Never,Very happy,3,5,4,4,4,20
24441,24441,Sev times a year,Almost daily,Once a month,No such people,Once a month,Never,Pretty happy,4,7,3,0,3,17
24442,24442,Once a month,Sev times a year,Once a year,Once a month,Sev times a mnth,Never,Very happy,3,4,2,3,5,17
24443,24443,Once a month,Once a month,Once a year,Never,Sev times a week,Never,Pretty happy,3,3,2,1,6,15
24444,24444,Once a year,Sev times a year,Once a month,Sev times a year,Once a year,Never,Pretty happy,2,4,3,4,2,15
24446,24446,Sev times a year,Sev times a week,Sev times a year,No such people,Once a month,Never,Pretty happy,4,6,4,0,3,17
24448,24448,Once a month,Sev times a week,Sev times a week,Sev times a week,Once a month,Never,Very happy,3,6,6,6,3,24
24449,24449,Once a year,Once a year,Never,No such people,Once a month,Never,Pretty happy,2,2,1,0,3,8
24450,24450,Sev times a year,Once a month,Once a month,Sev times a year,Sev times a year,Never,Pretty happy,4,3,3,4,4,18
24452,24452,Once a month,Sev times a mnth,Once a month,No such people,Sev times a year,Never,Pretty happy,3,5,3,0,4,15
24453,24453,Sev times a mnth,Sev times a week,Sev times a year,Sev times a mnth,Sev times a mnth,Sev times a year,Pretty happy,5,6,4,5,5,25
24456,24456,Sev times a year,Sev times a year,Once a year,Once a month,Once a year,Once a month,Pretty happy,4,4,2,3,2,15
24458,24458,Sev times a year,Sev times a year,Never,No such people,Never,Never,Pretty happy,4,4,1,0,1,10
24460,24460,Almost daily,Almost daily,Sev times a mnth,Almost daily,Sev times a mnth,Never,Not too happy,7,7,5,7,5,31
24461,24461,Sev times a year,Sev times a year,Never,Sev times a year,Once a year,Never,Pretty happy,4,4,1,4,2,15
24462,24462,Never,Sev times a mnth,Never,Sev times a mnth,Never,Never,Not too happy,1,5,1,5,1,13
24463,24463,Sev times a mnth,Once a year,Almost daily,Sev times a year,Sev times a week,Once a month,Very happy,5,2,7,4,6,24
24464,24464,Sev times a mnth,Sev times a mnth,Never,Sev times a week,Sev times a mnth,Never,Pretty happy,5,5,1,6,5,22
24466,24466,Sev times a mnth,Once a month,Once a year,No such people,Once a month,Never,Pretty happy,5,3,2,0,3,13
24467,24467,Sev times a year,Once a month,Once a month,Sev times a year,Sev times a year,Sev times a year,Pretty happy,4,3,3,4,4,18
24469,24469,Sev times a week,Sev times a week,Sev times a week,No such people,Sev times a week,Sev times a week,Very happy,6,6,6,0,6,24
24470,24470,No such people,Sev times a year,Sev times a year,No such people,Sev times a mnth,Never,Very happy,0,4,4,0,5,13
24473,24473,Sev times a year,Never,Never,Never,Once a year,Never,Pretty happy,4,1,1,1,2,9
24474,24474,Sev times a year,Almost daily,Sev times a year,Once a month,Sev times a mnth,Sev times a year,Pretty happy,4,7,4,3,5,23
24475,24475,Sev times a year,Sev times a year,Never,Sev times a year,Sev times a year,Never,Very happy,4,4,1,4,4,17
24476,24476,Once a year,Sev times a week,Once a year,Sev times a week,Once a month,Sev times a year,Pretty happy,2,6,2,6,3,19
24478,24478,Once a year,Once a month,Once a month,Sev times a year,Once a month,Never,Very happy,2,3,3,4,3,15
24479,24479,Sev times a year,Once a month,Once a month,Sev times a year,Once a month,Never,Pretty happy,4,3,3,4,3,17
24480,24480,Sev times a year,Sev times a year,Never,Sev times a year,Sev times a year,Once a month,Pretty happy,4,4,1,4,4,17
24482,24482,Never,Sev times a mnth,Never,No such people,Never,Once a year,Pretty happy,1,5,1,0,1,8
24484,24484,Almost daily,Once a year,Sev times a week,Never,Never,Sev times a year,Not too happy,7,2,6,1,1,17
24485,24485,Sev times a year,Once a month,Once a month,Once a month,Sev times a mnth,Once a month,Pretty happy,4,3,3,3,5,18
24488,24488,Sev times a week,Sev times a week,Once a month,Sev times a week,Once a year,Once a year,Not too happy,6,6,3,6,2,23
24490,24490,Once a month,Never,Never,No such people,Sev times a year,Never,Pretty happy,3,1,1,0,4,9
24491,24491,Almost daily,Sev times a week,Sev times a week,No such people,Never,Never,Not too happy,7,6,6,0,1,20
24492,24492,Once a year,Once a month,Once a year,Once a year,Sev times a year,Once a year,Pretty happy,2,3,2,2,4,13
24494,24494,Sev times a week,Once a month,Never,Sev times a week,Sev times a week,Never,Pretty happy,6,3,1,6,6,22
24496,24496,Almost daily,Almost daily,Once a year,No such people,Never,Never,Pretty happy,7,7,2,0,1,17
24498,24498,Once a month,Once a month,Once a year,Once a month,Once a month,Once a month,Pretty happy,3,3,2,3,3,14
24499,24499,Sev times a year,Once a month,Sev times a year,Sev times a mnth,Once a year,Once a year,Pretty happy,4,3,4,5,2,18
24500,24500,Sev times a year,Sev times a year,Never,No such people,Sev times a year,Never,Pretty happy,4,4,1,0,4,13
24501,24501,Sev times a year,Once a month,Never,Almost daily,Sev times a mnth,Sev times a week,Not too happy,4,3,1,7,5,20
24502,24502,Sev times a year,Sev times a year,Once a year,Sev times a year,Sev times a year,Once a month,Pretty happy,4,4,2,4,4,18
24504,24504,Sev times a year,Sev times a week,Never,Sev times a year,Once a month,Once a year,Pretty happy,4,6,1,4,3,18
24505,24505,Once a year,Sev times a year,Sev times a mnth,No such people,Once a year,Never,Very happy,2,4,5,0,2,13
24506,24506,Once a month,Sev times a year,Once a month,Sev times a week,Once a month,Never,Very happy,3,4,3,6,3,19
24507,24507,Once a month,Sev times a mnth,Sev times a week,Sev times a mnth,Sev times a mnth,Sev times a week,Pretty happy,3,5,6,5,5,24
24509,24509,Once a month,Once a month,Once a month,Sev times a mnth,Sev times a week,Sev times a week,Pretty happy,3,3,3,5,6,20
24510,24510,Once a month,Sev times a week,Sev times a week,No such people,Once a month,Sev times a week,Very happy,3,6,6,0,3,18
24513,24513,Sev times a year,Sev times a week,Once a month,Once a year,Never,Never,Pretty happy,4,6,3,2,1,16
24514,24514,Once a month,Sev times a week,Almost daily,No such people,Sev times a week,Never,Not too happy,3,6,7,0,6,22
24516,24516,Once a month,Sev times a week,Never,Sev times a week,Never,Never,Pretty happy,3,6,1,6,1,17
24518,24518,Sev times a mnth,Sev times a week,Once a year,Sev times a week,Sev times a mnth,Once a year,Very happy,5,6,2,6,5,24
24519,24519,Never,Never,Sev times a week,Never,Never,Once a year,Not too happy,1,1,6,1,1,10
24523,24523,Sev times a year,Sev times a mnth,Sev times a mnth,No such people,Sev times a mnth,Sev times a mnth,Very happy,4,5,5,0,5,19
24525,24525,Almost daily,Almost daily,Sev times a week,Almost daily,Sev times a week,Never,Pretty happy,7,7,6,7,6,33
24526,24526,Sev times a year,Sev times a week,Once a month,Sev times a mnth,Sev times a mnth,Once a month,Pretty happy,4,6,3,5,5,23
24527,24527,Sev times a mnth,Sev times a week,Never,Once a month,Sev times a mnth,Once a month,Not too happy,5,6,1,3,5,20
24528,24528,Never,Sev times a mnth,Never,No such people,Never,Never,Not too happy,1,5,1,0,1,8
24530,24530,Once a month,Once a month,Once a month,Once a month,Once a year,Never,Very happy,3,3,3,3,2,14
24532,24532,Almost daily,Sev times a year,Sev times a year,No such people,Sev times a mnth,Almost daily,Pretty happy,7,4,4,0,5,20
24534,24534,Sev times a week,Almost daily,Never,Almost daily,Sev times a week,Once a year,Pretty happy,6,7,1,7,6,27
24536,24536,Sev times a week,Sev times a week,Once a year,No such people,Sev times a mnth,Never,Pretty happy,6,6,2,0,5,19
24537,24537,Once a month,Once a month,Never,Once a month,Sev times a week,Never,Very happy,3,3,1,3,6,16
24538,24538,No such people,Sev times a week,Sev times a mnth,Sev times a week,Sev times a week,Never,Pretty happy,0,6,5,6,6,23
24539,24539,Sev times a week,Sev times a week,Once a month,Sev times a week,Once a month,Never,Pretty happy,6,6,3,6,3,24
24541,24541,Once a month,Sev times a mnth,Never,Once a month,Sev times a year,Never,Pretty happy,3,5,1,3,4,16
24542,24542,Sev times a week,Sev times a week,Once a month,Sev times a week,Sev times a week,Never,Pretty happy,6,6,3,6,6,27
24543,24543,Once a month,Once a month,Never,Once a month,Once a month,Sev times a mnth,Pretty happy,3,3,1,3,3,13
24544,24544,Sev times a week,Sev times a mnth,Sev times a week,No such people,Sev times a year,Never,Pretty happy,6,5,6,0,4,21
24545,24545,Almost daily,Sev times a week,Sev times a week,Once a month,Sev times a week,Once a month,Not too happy,7,6,6,3,6,28
24550,24550,Sev times a year,Sev times a mnth,Once a month,No such people,Sev times a year,Never,Pretty happy,4,5,3,0,4,16
24551,24551,Once a month,Sev times a mnth,Sev times a week,Sev times a mnth,Sev times a mnth,Never,Very happy,3,5,6,5,5,24
24552,24552,Once a month,Sev times a year,Almost daily,Once a month,Once a month,Sev times a year,Pretty happy,3,4,7,3,3,20
24554,24554,Sev times a year,Sev times a mnth,Once a year,Once a month,Once a month,Sev times a year,Very happy,4,5,2,3,3,17
24555,24555,Sev times a mnth,Once a month,Once a month,No such people,Sev times a mnth,Once a month,Pretty happy,5,3,3,0,5,16
24556,24556,Once a month,Sev times a year,Once a month,Once a month,Sev times a week,Sev times a week,Pretty happy,3,4,3,3,6,19
24558,24558,Once a year,Once a month,Sev times a week,Once a month,Once a month,Sev times a week,Not too happy,2,3,6,3,3,17
24560,24560,Sev times a year,Once a year,Never,Once a year,Once a year,Never,Pretty happy,4,2,1,2,2,11
24561,24561,Once a month,Sev times a year,Once a year,Sev times a mnth,Sev times a year,Once a year,Pretty happy,3,4,2,5,4,18
24563,24563,No such people,Sev times a week,Never,No such people,Once a month,Once a year,Pretty happy,0,6,1,0,3,10
24564,24564,Almost daily,Sev times a week,Once a year,Sev times a mnth,Sev times a week,Sev times a mnth,Pretty happy,7,6,2,5,6,26
